"","X1h.m1.t","X1h.m1.u","X1h.m2.t","X1h.m2.u","X1h.m3.t","X1h.m3.u"
"LOC100862200",0,0,0,0,0,0
"Nxnl2",0,0,0.804104330525665,0,0,0
"Hist1h2al",11.894106775923,43.8971758500967,8.04104330525665,27.700434250551,20.8761994896252,13.1563998791041
"S1pr3",0,26.1010234784358,1.60820866105133,9.89301223233963,9.56825809941157,10.9636665659201
"Shc3",0,0,0,0,0,0
"Cks2",19.4630838151467,26.1010234784358,29.7518602294496,18.7967232414453,20.0063578442242,15.3491331922882
"Secisbp2",105.965678549132,117.454605652961,116.595127926221,131.577062690117,113.949255547538,94.287532466913
"Sema4d",376.286287092835,204.062547195044,750.229340380446,491.68270794728,272.260435010529,251.067964359571
"Gm19281",0,0,0.804104330525665,4.94650611616982,1.7396832908021,2.19273331318402
"Gadd45g",5.40641217087407,8.30487110677504,6.43283464420532,21.7646269111472,9.56825809941157,12.0600332225121
"4921525O09Rik",0,0,0,0,0,0
"Diras2",0,0,0.804104330525665,1.97860244646793,0,1.09636665659201
"Gm2848",20.5443662493215,5.9320507905536,20.1026082631416,24.7325305808491,23.4857244258284,10.9636665659201
"Syk",3455.77865962271,3782.27558405698,2980.81475325864,2866.00564370879,2847.86154704304,3103.81400481199
"BB123696",0,0,0,0,0,0
"Auh",32.4384730252444,16.6097422135501,26.535442907347,26.711133027317,17.396832908021,13.1563998791041
"Nfil3",103.803113680782,104.404093913743,84.4309547051948,75.1868929657812,118.298463774543,106.347565689425
"Ror2",0,1.18641015811072,0.804104330525665,1.97860244646793,0.869841645401052,0
"LOC100862222",1.08128243417481,0,0,0,0,0
"Sptlc1",220.581616571662,192.198445613937,178.511161376698,175.106316512412,171.358804144007,179.80413168109
"Gm2762",0,0,0,0,0,0
"Msx2",0,0,0,0,0,0
"Drd1a",2.16256486834963,1.18641015811072,1.60820866105133,0,1.7396832908021,2.19273331318402
"Sfxn1",197.874685453991,166.097422135501,175.294744054595,164.224003056838,155.701654526788,163.35863183221
"Hrh2",0,0,0.804104330525665,0.989301223233963,0.869841645401052,2.19273331318402
"Cplx2",1.08128243417481,5.9320507905536,4.82462598315399,2.96790366970189,4.34920822700526,8.77093325273609
"Thoc3",43.2512973669926,58.1340977474253,52.2667814841682,69.2510856263774,67.847648341282,58.1074327993766
"Gm2830",0,0,0.804104330525665,1.97860244646793,0,0
"4732471D19Rik",22.7069311176711,28.4738437946573,22.5149212547186,19.7860244646793,36.5333491068442,31.7946330411683
"4833439L19Rik",269.239326109529,320.330742689895,286.261141667137,281.95084862168,277.479484882936,257.646164299123
"Gm19905",0,1.18641015811072,0.804104330525665,0,0.869841645401052,0
"Arl10",41.0887324986429,54.5748672730931,38.5970078652319,31.6576391434868,34.7936658160421,38.3728329807204
"Nop16",70.2833582213629,60.5069180636467,41.0093208568089,50.4543623849321,48.7111321424589,46.0473995768645
"Higd2a",51.9015568403911,46.2699961663181,46.6380511704886,58.3687721708038,53.0603403694642,41.6619329504964
"Cltb",62.7143811821392,62.8797383798682,59.5037204588992,63.3152782869737,58.2793902418705,54.8183328296006
"Faf2",284.377280187976,298.975359843902,324.054045201843,311.629885318698,280.95885146454,296.018997279843
"Rnf44",208.687509795739,157.792551028726,168.057805079864,177.084918958879,198.32389515144,174.32229839813
"Cdhr2",0,0,0,0,0,0
"Gprin1",0,0,0,0,0,0
"Sncb",0,0,0,0,0,0
"Eif4e1b",0,0,0,0,0,0
"Tspan17",29.19462572272,35.5923047433216,20.1026082631416,16.8181207949774,26.9650910074326,19.7345998186562
"Unc5a",0,0,0.804104330525665,0,1.7396832908021,0
"Hk3",1232.66197495929,1507.92731095873,3215.61321777214,3679.21124920711,2022.38182555745,2611.54537600217
"Uimc1",200.037250322341,156.606140870615,147.955196816722,166.202605503306,213.111203123258,158.973165205842
"Gm20227",0,0,0,0,0,0
"Zfp346",37.8448851961185,37.965125059543,34.5764862126036,37.5934464828906,43.4920822700526,38.3728329807204
"Fgfr4",0,0,0,0,0,0
"Nsd1",1168.86631134297,945.568896014244,1045.33562968336,1025.90536849362,1134.27350560297,1112.81215644089
"Rab24",112.453373154181,122.200246285404,124.636171231478,145.427279815393,136.565138327965,145.816765326738
"Prelid1",515.771721101386,645.407126012232,570.109970342697,671.735530575861,623.676459752554,613.965327691527
"Mxd3",0,0,0.804104330525665,0,5.21904987240631,0
"Lman2",498.471202154589,438.971758500967,406.876791245987,443.206948008816,361.854124486838,433.064829353845
"Rgs14",45.4138622353422,60.5069180636467,73.1734940778355,125.641255350713,40.8825573338494,69.0710993652967
"Slc34a1",0,0,0,0,0,0
"Pfn3",0,0,0,0,0,0
"F12",0,0,0,2.96790366970189,0.869841645401052,0
"Grk6",138.404151574376,99.6584532813005,143.934675164094,122.673351681011,120.038147065345,128.274898821265
"Prr7",0,0,1.60820866105133,0,0,1.09636665659201
"Dbn1",2.16256486834963,1.18641015811072,4.82462598315399,6.92510856263774,6.08889151780736,10.9636665659201
"Pdlim7",46.495144669517,58.1340977474253,69.9570767557329,86.0692064213548,67.847648341282,55.9146994861926
"Dok3",104.884396114957,118.641015811072,133.48131886726,144.437978592159,97.4222642849178,93.191165810321
"Ddx41",107.046960983307,111.522554862408,94.0802066715028,124.651954127479,100.031789221121,108.540299002609
"Fam193b",117.859785325055,113.895375178629,110.966397612542,103.876628439566,114.819097192939,124.985798851489
"LOC100861617",0,0,0,0,0,0
"Tmed9",324.384730252444,368.973559172434,335.311505829202,340.319620792483,247.9048689393,342.066396856708
"B4galt7",90.8277244706844,123.386656443515,84.4309547051948,103.876628439566,82.6349563130999,92.094799153729
"Caml",49.7389919720414,62.8797383798682,60.3078247894249,76.1761941890152,60.8889151780736,66.8783660521127
"Ddx46",506.040179193813,476.93688356051,401.248060932307,430.346032106774,375.771590813254,468.148562364789
"B230219D22Rik",297.352669398074,293.043309053348,277.415994031355,250.293209478193,327.930300316197,316.849963755091
"Txndc15",64.8769460504888,129.318707234069,77.1940157304639,93.9836162072265,73.0666982136884,93.191165810321
"Pcbd2",24.8694959860207,30.8466641108787,25.7313385768213,14.8395183485095,17.396832908021,19.7345998186562
"Catsper3",1.08128243417481,0,3.21641732210266,0,4.34920822700526,2.19273331318402
"Pitx1",0,0,0,0,0,0
"H2afy",379.53013439536,393.888172492759,431.804025492282,468.928779812899,403.606523466088,395.788363029716
"Tifab",301.677799134773,306.093820792566,358.630531414447,335.373114676314,500.158946105605,426.486629414293
"Neurog1",0,0,0,0,0,0
"Cxcl14",8.65025947339851,9.49128126488576,16.886190941039,8.90371100910567,32.1841408798389,26.3127997582083
"Gm10782",0,0,0,0,0,0
"Gm3045",0,0,0,0,0,0
"Slc25a48",0,0,0,0,0,0
"Il9",0,0,0,0,0,0
"Fbxl21",0,0,1.60820866105133,0,0,2.19273331318402
"Lect2",0,0,0,0,0,0
"Tgfbi",322.222165384095,187.452804981494,267.766742065047,156.309593270966,499.289104460204,249.971597702979
"Smad5",135.160304271852,104.404093913743,119.007440917798,133.555665136585,121.777830356147,154.587698579474
"Trpc7",0,0,0,0,0,0
"Spock1",0,0,0,0,0,0
"Klhl3",0,0,0,0,2.60952493620316,1.09636665659201
"Mir874",0,0,0,0,0,0
"Hnrnpa0",122.184915061754,172.029472926054,136.697736189363,128.609159020415,190.49532034283,155.684065236066
"5133401N09Rik",70.2833582213629,106.776914229965,198.613769639839,221.603474004408,121.777830356147,177.611398367906
"Ubqln1",553.616606297505,514.902008620053,590.212578605838,607.430951065654,570.61611938309,479.112228930709
"Gm19839",0,0,0,0,0,0
"Gkap1",23.7882135518459,11.8641015811072,28.1436515683983,36.6041452596566,36.5333491068442,32.8909996977604
"Kif27",0,0,0,0,0,0
"2210016F16Rik",100.559266378258,139.996398657065,81.2145373830922,109.81243577897,103.511155802725,121.696698881713
"Gm19852",0,0,0,0,0.869841645401052,0
"Hnrnpk",1219.68658574919,1295.55989265691,1178.81694855063,1112.96387613821,1235.17513646949,1299.19448806153
"Mir7-1",5.40641217087407,11.8641015811072,4.02052165262833,2.96790366970189,7.82857480860947,5.48183328296006
"Rmi1",75.689770392237,58.1340977474253,74.7817027388869,89.0371100910567,87.8540061855062,74.5529326482568
"Slc28a3",0,1.18641015811072,0,0.989301223233963,0,1.09636665659201
"4930455J16Rik",0,0,0,0,0,0
"Ntrk2",0,0,0,0,0,0
"Agtpbp1",245.451112557683,263.38305510058,254.09696844611,239.410896022619,323.581092089191,321.235430381459
"A230056J06Rik",0,0,0,0.989301223233963,0.869841645401052,0
"Naa35",115.697220456705,106.776914229965,115.791023595696,119.70544801131,157.44133781759,117.311232255345
"Golm1",135.160304271852,145.928449447619,123.832066900952,108.823134555736,100.901630866522,103.058465719649
"4921517D22Rik",0,0,0,0,0,0
"Fam75d3",0,0,0,0,0,0
"Gm4934",0,0,0,0,0,0
"4932411G14Rik",0,0,0,0,0.869841645401052,0
"4930528D03Rik",0,0,0,0,0,0
"LOC100861875",0,0,0,0,0,0
"Isca1",86.5025947339851,94.9128126488576,96.4925196630798,97.9408211001624,113.079413902137,109.636665659201
"Etohd2",1.08128243417481,5.9320507905536,4.02052165262833,4.94650611616982,3.47936658160421,6.57819993955207
"Zcchc6",476.845553471093,517.274828936274,655.345029378417,750.879628434578,623.676459752554,624.928994257447
"Gm19866",0,0,0,0,0,0
"A530065N20",0,0,0,0,0,0
"Gas1",0,0,4.82462598315399,2.96790366970189,0,0
"Gm5084",0,0,0,0,0,0
"Dapk1",416.293737157303,293.043309053348,324.858149532369,271.068535166106,263.562018556519,210.502398065666
"BC051665",0,0,0,0,0,0
"Ctsll3",0,0,0.804104330525665,0,0,0
"4930486L24Rik",1.08128243417481,0,5.62873031367966,0.989301223233963,0.869841645401052,2.19273331318402
"Ctla2b",135.160304271852,9.49128126488576,76.3899113999382,9.89301223233963,19.1365161988231,9.86729990932811
"Tpbpb",0,0,0,0,0,0
"Ctla2a",28.1133432885452,3.55923047433216,19.298503932616,2.96790366970189,4.34920822700526,2.19273331318402
"Tpbpa",4.32512973669926,0,0.804104330525665,0,0.869841645401052,0
"LOC100861903",0,0,0,0,0,0
"Ctsj",0,0,0,0,0,0
"Ctsq",0,0,0,0,0,0
"Ctsr",0,0,0,0,0,0
"Cts6",0,0,0,0,0,0
"Cts8",0,0,0,0,0,0
"Cts8-ps",0,0,0,0,0,0
"Cts7",0,0,0,0,0,1.09636665659201
"Ctsm",0,0,0,0,0,0
"Cts3",0,0,0,0,0,0
"LOC100861626",0,0,0,0,0.869841645401052,0
"Gm20599",0,0,0,0,0,0
"Gm6436",0,0,0,0,0,0
"BC052688",0,0,1.60820866105133,0,0,0
"LOC100861954",0,0,0.804104330525665,0,0.869841645401052,0
"Zfp808",44.3325798011674,30.8466641108787,43.4216338483859,28.6897354737849,59.1492318872715,38.3728329807204
"Gm19792",0,0,0,0,0,0
"Gm3604",9.73154190757333,9.49128126488576,4.02052165262833,6.92510856263774,13.0476246810158,6.57819993955207
"Gm3609",0,2.37282031622144,5.62873031367966,0,3.47936658160421,1.09636665659201
"Zfp935",77.8523352605866,84.2351212258611,86.0391633662462,73.2082905193133,93.0730560579126,85.5165992141769
"Zfp934",31.3571905910696,15.4233320554394,23.3190255852443,23.7432293576151,19.1365161988231,18.6382331620642
"Gm7664",9.73154190757333,9.49128126488576,8.84514763578232,5.93580733940378,7.82857480860947,5.48183328296006
"6720489N17Rik",18.3818013809718,10.6776914229965,11.2574606273593,8.90371100910567,20.8761994896252,16.4454998488802
"LOC100861712",27.0320608543704,21.355382845993,38.5970078652319,18.7967232414453,37.4031907522452,23.0236997884322
"Gm5665",2.16256486834963,0,5.62873031367966,1.97860244646793,0,1.09636665659201
"Mir713",0,0,0,0,0,0
"Gm5141",9.73154190757333,14.2369218973286,20.9067125936673,15.8288195717434,26.9650910074326,13.1563998791041
"Fbp2",0,0,0,0,0,0
"Fbp1",1.08128243417481,0,2.412312991577,0.989301223233963,0,0
"2010111I01Rik",147.054411047775,132.877937708401,149.563405477774,142.459376145691,135.695296682564,130.467632134449
"Gm16907",2.16256486834963,0,0.804104330525665,0,0,2.19273331318402
"Mir23b",2.16256486834963,2.37282031622144,1.60820866105133,0,2.60952493620316,0
"LOC100861722",113.534655588355,94.9128126488576,114.182814934644,138.502171252755,91.3333727671104,88.805699183953
"Mir27b",0,0,0,1.97860244646793,0.869841645401052,0
"Mir3074-1",0,0,0.804104330525665,0,0,0
"Mir24-1",2.16256486834963,1.18641015811072,0,0,0,0
"Fancc",18.3818013809718,41.5243555338752,10.4533562968336,14.8395183485095,19.1365161988231,21.9273331318402
"Ptch1",64.8769460504888,73.5574298028647,65.9365551031045,143.448677368925,103.511155802725,106.347565689425
"0610007P08Rik",109.209525851656,86.6079415420826,84.4309547051948,90.0264113142907,131.346088455559,94.287532466913
"Hsd17b3",0,0,0,0,0,0
"Slc35d2",54.0641217087407,40.3379453757645,53.0708858146939,42.5399525990604,65.2381234050789,50.4328662032325
"Zfp367",62.7143811821392,91.3535821745255,71.5652854167842,51.4436636081661,75.6762231498915,85.5165992141769
"Habp4",70.2833582213629,43.8971758500967,49.8544684925912,42.5399525990604,73.9365398590894,58.1074327993766
"Cdc14b",74.6084879580622,52.2020469568717,76.3899113999382,71.2296880728454,108.730205675131,61.3965327691527
"1810034E14Rik",4.32512973669926,3.55923047433216,7.23693897473099,4.94650611616982,5.21904987240631,5.48183328296006
"1110018J18Rik",72.4459230897125,41.5243555338752,63.5242421115275,41.5506513758265,61.7587568234747,59.2037994559686
"Ctsl",22954.5447950971,19549.6665853484,16616.8159903129,15749.6754738847,17469.8996062347,14181.5027030177
"Cdk20",62.7143811821392,35.5923047433216,42.6175295178603,29.6790366970189,40.8825573338494,42.7582996070885
"1190003K10Rik",0,0,0,0,0,0
"Cntnap3",0,0,0,0.989301223233963,0,0
"4930458L03Rik",0,0,0,0,0,0
"4932441B19Rik",0,0,0,0,0,0
"Prss47",0,0,0,0,0,0
"Hiatl1",366.554745185262,442.530988975299,352.197696770241,350.212633024823,367.073174359244,383.728329807204
"Gm3785",0,0,0,0,0,0
"Olfr466",0,0,0,0,0,0
"Nlrp4f",0,0,0,0,0,0
"LOC100862013",0,0,0,0,0,0
"Gm10775",0,0,0,0,0,0
"Zfp369",88.6651596023348,66.4389688542003,68.3488680946815,61.3366758405057,76.5460647952926,92.094799153729
"Gm7762",0,0,0,0,0,0
"Gm5792",0,0,0.804104330525665,0,0,0
"Gm6901",0,0,0.804104330525665,0,0,0
"Gm6917",0,0,0,0,0,0
"Gm6910",7.5689770392237,17.7961523716608,16.0820866105133,11.8716146788076,17.396832908021,12.0600332225121
"Gm10324",0,0,0,0,0,0
"LOC100861707",0,0,0,0,0,0
"2410141K09Rik",0,0,0,0,0,0
"LOC100861733",0,0,0,0,0,0
"Gm5451",57.3079690112651,58.1340977474253,43.4216338483859,42.5399525990604,35.6635074614431,53.7219661730086
"Uqcrb",284.377280187976,288.297668420905,277.415994031355,205.774654432664,281.828693109941,262.031630925491
"Gm10767",4.32512973669926,3.55923047433216,1.60820866105133,0,5.21904987240631,0
"Mterfd1",98.3967015099081,86.6079415420826,69.1529724252072,70.2403868496114,80.0254313768968,83.3238659009929
"Ptdss1",243.288547689333,194.571265930158,199.417873970365,197.860244646793,205.282628314648,196.24963152997
"4933433G19Rik",0,0,0,0,0,0
"Zfp712",20.5443662493215,10.6776914229965,12.8656692884106,17.8074220182113,30.4444575890368,17.5418665054722
"Zfp708",9.73154190757333,9.49128126488576,10.4533562968336,11.8716146788076,9.56825809941157,8.77093325273609
"Rslcan18",17.300518946797,8.30487110677504,18.4943996020903,14.8395183485095,17.396832908021,5.48183328296006
"Zfp759",27.0320608543704,29.660253952768,20.9067125936673,38.5827477061246,26.9650910074326,14.2527665356962
"Rsl1",38.9261676302933,22.5417930041037,32.1641732210266,43.5292538222944,33.923824170641,14.2527665356962
"Zfp455",11.894106775923,7.11846094866432,25.7313385768213,17.8074220182113,22.6158827804273,20.8309664752482
"Zfp458",78.9336176947614,43.8971758500967,65.9365551031045,57.3794709475699,70.4571732774852,84.4202325575849
"F630042J09Rik",5.40641217087407,1.18641015811072,2.412312991577,0,1.7396832908021,7.67456659614408
"Zfp457",2.16256486834963,0,4.82462598315399,1.97860244646793,1.7396832908021,1.09636665659201
"Zfp595",40.0074500644681,36.7787149014323,36.9887992041806,33.6362415899548,50.450815433261,41.6619329504964
"Zfp953",58.38925144544,67.6253790123111,61.1119291199506,40.5613501525925,68.7174899866831,65.7819993955207
"Zfp456",32.4384730252444,36.7787149014323,29.7518602294496,47.4864587152302,30.4444575890368,20.8309664752482
"Zfp429",41.0887324986429,42.7107656919859,55.4831988062709,44.5185550455284,50.450815433261,48.2401328900485
"Zfp459",21.6256486834963,16.6097422135501,19.298503932616,20.7753256879132,26.0952493620316,20.8309664752482
"Zfp874a",48.6577095378666,42.7107656919859,39.4011121957576,30.6683379202529,40.0127156884484,47.1437662334565
"Zfp874b",46.495144669517,35.5923047433216,34.5764862126036,31.6576391434868,34.7936658160421,25.2164331016163
"Zfp58",44.3325798011674,34.4058945852109,30.5559645599753,36.6041452596566,36.5333491068442,44.9510329202725
"Zfp87",45.4138622353422,39.1515352176538,63.5242421115275,55.4008685011019,52.1904987240631,46.0473995768645
"Zfp748",89.7464420365096,62.8797383798682,67.5447637641559,79.1440978587171,60.8889151780736,63.5892660823367
"AA987161",96.2341366415585,107.963324388076,101.317145646234,78.1547966354831,131.346088455559,83.3238659009929
"A530054K11Rik",115.697220456705,125.759476759736,135.089527528312,114.75894189514,168.749279207804,116.214865598753
"LOC100862130",0,0,0,0,0,0
"Zfp738",107.046960983307,98.4720431231898,110.966397612542,93.9836162072265,107.86036402973,85.5165992141769
"Zfp71-rs1",76.7710528264118,92.5399923326362,85.2350590357205,71.2296880728454,86.9841645401052,63.5892660823367
"4930441O14Rik",7.5689770392237,0,3.21641732210266,1.97860244646793,1.7396832908021,2.19273331318402
"Zfp85-rs1",19.4630838151467,14.2369218973286,20.9067125936673,15.8288195717434,20.8761994896252,17.5418665054722
"Zfp493",10.8128243417481,4.74564063244288,15.2779822799876,7.91440978587171,15.6571496172189,6.57819993955207
"4930525G20Rik",0,0,1.60820866105133,0.989301223233963,0,0
"Zfp273",8.65025947339851,10.6776914229965,6.43283464420532,7.91440978587171,1.7396832908021,9.86729990932811
"BC048507",0,0,0,0,0,0
"Gm7969",0,0,1.60820866105133,0,0,0
"AA414992",0,0,0,0,0,0
"Gm8016",0,0,0,0,0,0
"Mtrr",74.6084879580622,86.6079415420826,82.0186417136178,63.3152782869737,73.9365398590894,66.8783660521127
"Fastkd3",58.38925144544,46.2699961663181,50.6585728231169,51.4436636081661,45.2317655608547,53.7219661730086
"1700001L19Rik",0,0,0,0,0,0
"Adcy2",0,0,0,0,0,1.09636665659201
"Papd7",163.273647560397,160.165371344947,209.871230267199,290.854559630785,174.838170725611,210.502398065666
"A530095I07Rik",0,0,0,0,0,0
"Srd5a1",2.16256486834963,4.74564063244288,3.21641732210266,3.95720489293585,1.7396832908021,0
"Nsun2",253.020089596907,312.025871583119,209.067125936673,230.507185013513,260.082651974914,245.586131076611
"Ube2ql1",0,0,0,0,0,0
"Med10",87.5838771681599,72.3710196447539,83.6268503746692,65.2938807334416,81.7651146676989,78.9383992746249
"4933416O17Rik",0,0,0,0,0,0
"1700084F23Rik",0,0,0,0,0,0
"4930520P13Rik",0,0,0,0,0,0
"1700100L14Rik",0,0,0,0,0,0
"BC018507",307.084211305647,316.771512215562,348.177175117613,277.00434250551,311.403309053577,367.282829958324
"Adamts16",0,1.18641015811072,2.412312991577,0,1.7396832908021,2.19273331318402
"8030423J24Rik",0,0,0,0,0,0
"Irx1",0,0,0,0,0,0
"Gm19659",0,0,0,0,0,0
"Gm20554",0,0,0,0,0,0
"Irx2",0,0,0,0,0,0
"D730050B12Rik",0,0,0,0,0,0
"Irx4",0,0,0,0,0,0
"Ndufs6",92.990289339034,90.1671720164148,73.9775984083612,99.9194235466303,93.0730560579126,98.6729990932811
"Mrpl36",51.9015568403911,43.8971758500967,48.2462598315399,42.5399525990604,42.6222406246515,35.0837330109444
"Gm20338",0,0,0,0,0,0
"D630045M09Rik",0,0,0,0,0,0
"Lpcat1",97.3154190757333,65.2525586960896,54.6790944757452,58.3687721708038,72.1968565682873,69.0710993652967
"Slc6a3",0,0,0,0,0,0
"Clptm1l",543.885064389931,599.137129845914,514.626771536426,541.147769108978,498.419262814803,571.207028084438
"Tert",0,0,0.804104330525665,2.96790366970189,0.869841645401052,2.19273331318402
"Slc6a18",0,0,0,0,0,0
"Slc6a19",1.08128243417481,3.55923047433216,20.1026082631416,31.6576391434868,2.60952493620316,12.0600332225121
"5430425J12Rik",0,0,0,0,0,0
"Slc12a7",94.0715717732088,59.320507905536,89.2555806883488,67.2724831799095,66.1079650504799,81.1311325878089
"Nkd2",0,0,0,0,1.7396832908021,1.09636665659201
"LOC100862265",0,0,0,0,0,0
"Trip13",33.5197554594192,29.660253952768,20.9067125936673,34.6255428131887,30.4444575890368,24.1200664450243
"Brd9",97.3154190757333,123.386656443515,108.554084620965,119.70544801131,84.374639603902,111.829398972385
"Zdhhc11",0,0,0,0,0,0
"Tppp",1.08128243417481,1.18641015811072,0,0,0,2.19273331318402
"Cep72",5.40641217087407,1.18641015811072,7.23693897473099,5.93580733940378,11.3079413902137,9.86729990932811
"Slc9a3",0,0,0,0,0,0
"Exoc3",184.899296243893,201.689726878822,166.449596418813,146.416581038627,205.282628314648,160.069531862434
"Ahrr",3.24384730252444,13.0505117392179,7.23693897473099,4.94650611616982,23.4857244258284,6.57819993955207
"Pdcd6",173.00518946797,167.283832293612,193.789143656685,204.78535320943,219.200094641065,186.382331620642
"Sdha",556.860453600029,511.34277814572,497.740580595387,447.164152901751,419.263673083307,486.786795526853
"Ccdc127",147.054411047775,144.742039289508,165.645492088287,150.373785931562,147.003238072778,169.936831771762
"Lrrc14b",0,0,0,0,0,0
"Zfp72",28.1133432885452,17.7961523716608,12.061564957885,8.90371100910567,11.3079413902137,17.5418665054722
"Gm3897",0,0,2.412312991577,3.95720489293585,2.60952493620316,1.09636665659201
"Zfp825",34.6010378935941,39.1515352176538,35.3805905431293,24.7325305808491,34.7936658160421,31.7946330411683
"Erap1",635.794071294791,851.842493523497,1376.62661385994,1357.321278277,877.670220209661,1078.82479008654
"Cast",560.104300902554,589.645848581028,480.050285323822,424.41022476737,568.006594446887,570.110661427846
"Pcsk1",0,0,0,0,0,0
"Mir682",68.1207933530133,211.181008143708,48.2462598315399,29.6790366970189,66.1079650504799,134.853098760817
"Ell2",1630.57391073562,1524.53705317228,1345.26654496944,1388.97891742048,1352.60375859864,1361.68738748728
"Glrx",1186.16683028977,898.112489689815,976.182657258158,797.376785926574,601.930418617528,752.10752642212
"Rhobtb3",1.08128243417481,0,0.804104330525665,2.96790366970189,4.34920822700526,3.28909996977604
"Spata9",0,0,0,0,0,0
"Rfesd",27.0320608543704,23.7282031622144,32.1641732210266,21.7646269111472,30.4444575890368,27.4091664148003
"Gpr150",0,0,0,0,0,0
"Arsk",49.7389919720414,35.5923047433216,39.4011121957576,37.5934464828906,43.4920822700526,35.0837330109444
"Ttc37",251.938807162732,281.179207472241,250.880551124008,253.261113147895,272.260435010529,224.755164601362
"Fam81b",1.08128243417481,2.37282031622144,4.02052165262833,0.989301223233963,0,0
"Mctp1",735.272055238874,417.616375654974,398.031643610204,146.416581038627,289.65726791855,308.079030502355
"Ankrd32",40.0074500644681,41.5243555338752,46.6380511704886,49.4650611616982,40.0127156884484,44.9510329202725
"2210408I21Rik",23.7882135518459,16.6097422135501,21.710816924193,17.8074220182113,20.8761994896252,21.9273331318402
"D13Mgi7",0,0,0,0,0,0
"Fam172a",157.867235389523,143.555629131397,138.305944850414,128.609159020415,136.565138327965,150.202231953106
"Pou5f2",11.894106775923,4.74564063244288,10.4533562968336,7.91440978587171,6.95873316320842,5.48183328296006
"3110006O06Rik",0,0,0,0,0.869841645401052,1.09636665659201
"Nr2f1",0,0,0,0,0.869841645401052,0
"A830082K12Rik",0,0,0,0,0,0
"Arrdc3",25.9507784201955,24.9146133203251,18.4943996020903,11.8716146788076,77.4159064406936,36.1800996675364
"Gm4211",0,0,0,0,0,0
"9330111N05Rik",0,0,0,0,0,0
"Gpr98",0,0,0,0.989301223233963,0,0
"Lysmd3",98.3967015099081,72.3710196447539,96.4925196630798,61.3366758405057,67.847648341282,53.7219661730086
"Polr3g",25.9507784201955,28.4738437946573,31.3600688905009,20.7753256879132,27.8349326528337,18.6382331620642
"Mblac2",16.2192365126222,13.0505117392179,17.6902952715646,12.8609159020415,8.69841645401052,13.1563998791041
"Gm17259",9.73154190757333,4.74564063244288,7.23693897473099,11.8716146788076,6.95873316320842,2.19273331318402
"Cetn3",143.81056374525,115.08178533674,101.317145646234,103.876628439566,115.68893883834,108.540299002609
"Mir3961",0,0,0,0,0,0
"Mef2c",49.7389919720414,35.5923047433216,55.4831988062709,39.5720489293585,74.8063815044905,58.1074327993766
"Gm19363",0,0,0,0,0,0
"C130071C03Rik",0,0,0,0,0,0
"Mir9-2",0,0,0,0,0,0
"2810049E08Rik",0,0,0,0,0,0
"Gm17750",0,0,0,0,0,0
"A230107N01Rik",1.08128243417481,3.55923047433216,2.412312991577,2.96790366970189,0.869841645401052,1.09636665659201
"Tmem161b",103.803113680782,106.776914229965,94.0802066715028,92.9943149839926,108.730205675131,97.5766324366891
"Ccnh",59.4705338796148,60.5069180636467,81.2145373830922,70.2403868496114,62.6285984688757,59.2037994559686
"Rasa1",309.246776173997,301.348180160123,268.570846395572,258.207619264064,312.273150698978,271.898930834819
"Cox7c",304.921646437298,339.313305219666,310.384271582907,313.608487765166,296.616001081759,313.560863785315
"Gm8526",0,0,0,0,0,0
"Edil3",1.08128243417481,0,1.60820866105133,0,0.869841645401052,1.09636665659201
"Hapln1",0,0,0,0,0,0
"Vcan",285.458562622151,121.013836127293,133.48131886726,115.748243118374,269.650910074326,165.551365145394
"Gm4117",8.65025947339851,3.55923047433216,4.02052165262833,2.96790366970189,4.34920822700526,2.19273331318402
"Xrcc4",60.5518163137896,47.4564063244288,47.4421555010142,33.6362415899548,42.6222406246515,59.2037994559686
"Tmem167",362.229615448563,314.398691899341,315.208897566061,336.362415899548,340.977924997212,340.970030200116
"Atp6ap1l",0,0,0,0,0,0
"Rps23",1005.59266378258,969.297099176459,952.059527342388,1021.94816360068,895.936894763083,1034.97012382286
"Atg10",16.2192365126222,24.9146133203251,28.1436515683983,29.6790366970189,42.6222406246515,33.9873663543524
"Gm4130",12.9753892100978,9.49128126488576,8.84514763578232,8.90371100910567,7.82857480860947,10.9636665659201
"A830009L08Rik",0,0,0,0,0,0
"Ssbp2",9.73154190757333,3.55923047433216,12.8656692884106,13.8502171252755,11.3079413902137,10.9636665659201
"4833422C13Rik",0,0,0,0,0,0
"Acot12",0,0,0,0,0,0
"Zcchc9",72.4459230897125,83.0487110677504,63.5242421115275,86.0692064213548,64.3682817596778,72.3601993350728
"Ckmt2",0,0,0,0,0,0
"Rasgrf2",5.40641217087407,4.74564063244288,3.21641732210266,1.97860244646793,6.95873316320842,6.57819993955207
"Rasgrf2-2",3.24384730252444,1.18641015811072,0.804104330525665,0.989301223233963,0,1.09636665659201
"Msh3",45.4138622353422,51.015636798761,49.0503641620656,58.3687721708038,49.58097378786,44.9510329202725
"Dhfr",12.9753892100978,7.11846094866432,14.473877949462,7.91440978587171,10.4380997448126,10.9636665659201
"Ankrd34b",0,0,0,0,0,0
"Fam151b",10.8128243417481,13.0505117392179,15.2779822799876,9.89301223233963,23.4857244258284,20.8309664752482
"Zfyve16",211.931357098264,212.367418301819,177.707057046172,190.935136084155,253.993760457107,176.515031711314
"Spz1",0,0,0,0,0,0
